,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
183,"$129,800","$15,140",17-Sep-2020,"31,200 km (12.4k /yr)",$742 /yr,"$55,756","$41,510","1,598 cc","1,430 kg",2019,Auto,"$29,225","$32,915",133.0 kW (178 bhp),1,SUV,"Features Spaciousness And Boldness. With Design That Combines Sophistication & Athleticism, The Peugeot 5008 Is A Showcase For Flair, Innovation & Efficiency. View specs of the Peugeot 5008 (2018-2021)","Accessories Black Out Fully Dechromed, Keyless Entry/start, Apple CarPlay, Android Auto, Paddle Shifters, Rear Passenger AC, Lane Assist, Wireless Charging Dock","Description Fully Agent Serviced Since Day 1! Warranty Till Dec 2025 By Auto France! The Upholstery Is Carefully Designed With Red Threading In Perforated Seats That Doesn't Trap Heat! The Peugeot 5008 7-seater SUV Features A Redesigned Silhouette That Accentuates Its Lines, Striking The Perfect Balance Between Power And Refinement. Trade In And Flexi Loan Available! Viewing By Appointment Only. Call Us!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
184,"$136,800","$25,920",30-Dec-2016,"45,000 km (7.2k /yr)","$1,194 /yr","$71,796","$55,501","1,984 cc","2,050 kg",2016,Auto,"$59,049","$78,289",185.0 kW (248 bhp),2,SUV,"Features Intelligent Technologies, A Compelling Driving Experience, A Powerful Design And Extensive Space For Up To Seven People - Behold The Audi Q7. View specs of the Audi Q7 (2015-2022)","Accessories Keyless Entry/start, Virtual Cockpit, Navigation, Electric Front And Rear Seats, Reverse Camera, Auto Tailgate, Audi MMI, Rear Digital Aircon, BSM","Description Incredibly Low Mileage Unit! Road Tax Paid Till 29 Dec 2023! This Navarra Blue Has The Standard Quattro All-wheel Drive Ensures Sporty Handling W/o Compromising The Comfort Of Your Family! Overall, It's A Well-rounded SUV That Offers A Luxurious Ride, Advanced Safety Features, & Plenty Of Power And Technology To Make Your Driving Experience More Enjoyable. Call Us To View Today!","CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
185,"$82,800","$14,000",30-Aug-2018,"85,670 km (18.7k /yr)","$1,208 /yr","$28,776","$34,381","1,995 cc","1,591 kg",2018,Auto,"$13,451","$13,451",110.0 kW (147 bhp),2,SUV,"Features Powerful 2.0l engine with 147bhp. Linear CVT auto with paddle shift/si-drive, ABS, airbags, AWD with x-mode intelligence, cruise control.","Accessories Electric leather seats, Sunroof, keyless entry, multi-function steering control, reverse camera with park sensors, factory allow wheels.","Description Excellent well maintained by previous owner, 100% accident free! STA evaluation are welcomed, lowest depre in the market! 100% loan approval within 30 minutes with $0 downaway! Best condition ever! View to believed it for it authentical condition! Guaranteed no repairs needed! Solar film to ensure cooling interior to start your journey! Call us now to book a sporty and spiritual test drive!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
186,"$90,800","$13,680",28-Feb-2019,"66,000 km (16.2k /yr)","$1,210 /yr","$34,854","$35,310","1,998 cc","1,515 kg",2018,Auto,"$19,180","$19,180",121.0 kW (162 bhp),1,Luxury Sedan,"Features 2.0L DOHC 16V SkyActiv-G Engine, 6 Speed (A) SkyActiv-Drive Delivering 162BHP, ABS, 6 SRS Airbags, I-Stop, Traction/Cruise Control. View specs of the Mazda 6 Sedan (2018)","Accessories Sports Rims, Electric Leather Seats With Memory, Integrated Touchscreen Infotainment Systems With GPS/BT/Rev. Cam, Keyless Entry, Keyless Start/Stop.","Description 1 Owner Only! Fully Agent Maintained With Service Records Available! Flexible Loan With Interest As Low As 2.78%! Full Loan Option Available As Well! Monthly As Low As $8xx! 100% Accident Free, Superbly Well Maintained By Previous Fussy Owner! Browse Through Our FB Reviews Below, Only Quality Deals! Passionate Service And Professionalism Assured! Call Us Now To Book A Breezy And Smooth Test Drive!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
187,"$74,800","$15,100",27-Jul-2017,"93,000 km (16.4k /yr)","$1,212 /yr","$34,608","$49,802","1,999 cc","1,540 kg",2017,Auto,"$18,565","$18,565",114.0 kW (152 bhp),1,SUV,"Features 4 cylinder inline 16 valve DOHC engine, 6 speeds auto transmission, power 152bhp, 62l fuel tank capacity, rims size 18 inch Michelin tyre. View specs of the Hyundai Tucson (2015-2018)",Accessories Digital rear view mirror with reverse camera! Touch screen system with Bluetooth! Driver's electric seat! Rear aircon! Keyless entry/engine start!,Description Lowest depreciation with brand new road tax till July 2023! Upgraded digital rear view mirror with reverse camera! Full agent Komoco service records with complimentary servicing from Komoco paid by previous retired gentlemen owner who upgraded to BMW x5! Condo parked with full sheltered facility! Zero repair needed with no accident history! Call now to book hassle free peaceful test drive!,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
188,"$81,700","$14,390",09-Jan-2018,"79,000 km (15.2k /yr)",$392 /yr,"$37,664","$41,400",999 cc,"1,280 kg",2017,Auto,"$23,892","$25,449",85.0 kW (113 bhp),2,Luxury Sedan,"Features 1.0L TFSI engine, 113bhp, 7 speed S-tronic gearbox, dual climate aircon, front wheel drive, cruise control, keyless entry/ start, LED DRL. View specs of the Audi A3 Sedan (2014-2021)","Accessories Factory fitted audio system, Bluetooth, driver's electric seats, multi function steering, reverse sensors, Audi MMI, Audi drive select, rear aircon.",Description Excellent condition! Rare white A3! Genuine mileage of 79000km! Loan available! Trade in welcome! Act fast and call us now to fix an appointment to view this stunning unit!,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
189,"$113,800","$11,370",04-Mar-2013,"80,373 km (8k /yr)",$740 /yr,N.A.,N.A.,"1,595 cc","1,505 kg",2013,Auto,"$32,943","$27,943",115.0 kW (154 bhp),3,Sports Car,"Features 1.6L turbocharged engine, 7G-tronic transmission, producing154bhp, ABS, cruise control, sport/eco mode, climatic aircon, multi function steering. View specs of the Mercedes-Benz C-Class Coupe (2011-2015)","Accessories Dual electric memory seats, leather seats, AMG rims, auto headlamp, retractable side mirrors, reverse sensors.","Description Low mileage clocked. Well maintain. Powerful and responsive, Android player installed. Pristine condition from interior to exterior. 6 months 1 free servicing by reputable workshop with in the market for a peace of mind. Trade in welcome! Interest rate from as low as 2.98%. Full loan & $0 drive-away with 100% approval. We do provide drive-over service to your convivence as well! Hurry, Enquire now","CategoryCOE Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
190,"$65,800","$14,560",12-Jan-2017,"86,000 km (13.9k /yr)",$742 /yr,"$33,611","$52,668","1,597 cc","1,249 kg",2016,Auto,"$20,640","$20,896",92.0 kW (123 bhp),2,Mid-Sized Sedan,"Features 1.6 I VTEC engine 5 speed automatic with paddle shifter/ eco mode, ABS, airbags, auto headlight/ rain sensor, keyless entry/start/stop. View specs of the Honda Civic (2016-2021)","Accessories Sports rims, leather seats, audio system, reverse sensor/ camera, in car camera, solar film, body kit with spoiler, approve HKS exhaust with cert.",Description Sportiest Civic 1.6A with loads of accessories going along. Car with impressive performance with faster than usual pick up. Test drive to verify and experience it for yourself. Hurry call our sales for an appointment. By appointment only. All kinds of loans at your doorstep.,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
191,"$83,800","$16,740",31-May-2013,"102,606 km (10.4k /yr)","$1,194 /yr",N.A.,N.A.,"1,984 cc","1,630 kg",2013,Auto,"$33,493","$38,891",125.0 kW (167 bhp),2,SUV,"Features Responsive 2.0L 4 cylinders inline turbocharged engine, 7-speed auto S-Tronic, Audi drive select, electric seats, auto mirrors. View specs of the Audi Q3","Accessories Auto driver seats, navigation, Bluetooth interface, dual climatic, rear aircon. Knockdown rear seats. Multi-function steering wheel.","Description Price includes 5 year COE. Option to renew 10 years as well. Road tax just renewed. 6 months warranty to be included. Accident free, Wear and tear done up. Comes with bided number plate SKM6677J. 6 months 1 free svc by our workshop for a peace of mind. Trade in welcome! Interest rate from as low as 2.78%.Call us for viewing / test drive. Full loan available! Hurry! Make your appointment now!.","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
192,"$733,800","$165,460",29-Feb-2016,"23,000 km (3.3k /yr)","$3,796 /yr","$314,057","$54,920","3,902 cc","1,515 kg",2016,Auto,"$291,428","$496,571",493.0 kW (661 bhp),3,Sports Car,"Features 3.9L V8 twin turbocharged engine producing 661bhp with 760nm of torque, 7 speed dual clutch gearbox, rear wheel drive. View specs of the Ferrari 488 GTB (2015-2020)","Accessories Ferrari Scuderia shield, upgraded factory options of CF parts; front spoiler, rear air duct, side air splitter, underdoor cover, driver zone + LEDs!","Description Fully agent service! Non-consignment unit! 2 x agent service package with extended warranty till July 2023! PPI done on July 2022, full PPF done by vkool! High specs options with highest ARF! Balloon scheme available! Call us today to arrange a viewing on this unit, no obligations! Open to any checks of your own preferred workshop!","CategoryPARF Car, Rare & Exotic, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
193,"$91,800","$14,010",21-Dec-2018,"36,900 km (8.7k /yr)",$682 /yr,"$33,176","$28,199","1,496 cc","1,200 kg",2018,Auto,"$21,881","$22,634",96.0 kW (128 bhp),1,SUV,"Features Powered by 1.5L 4 cylinder inline DOHC i-VTEC engine, producing 128Bhp and 155Nm of torque. A responsive, reliable and fuel efficient engine. View specs of the Honda HR-V (2015-2021)","Accessories Keyless entry. Leather seats. Factory fitted head unit, BT, reverse camera/ sensors, roof rack, LED head lamps with DRL. Knock down rear seats.","Description Giving 1x complimentary servicing at Kah Motor for all Honda models both PI and agent eligible! 100% accident free. Road tax until 20Jun2023. Fully serviced and groomed by agent Kah Motors. Immaculate condition, as good as new! Original stock condition clean and neat interior. Flexible in house loan available, view to appreciate, don't miss this great deal, call us now.","CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
